TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3,SUPP_INFO,CONS_OBJ
Polygon,10507,10507,1,Victoria Forest,Victoria Forest,Conservation Park,Conservation Park,National,V,Not Applicable,0,0,0,2063.01257549222,2065.74706853829,Not Applicable,0,Designated,1981,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,"NZ-TAS;NZ-WTC;NZ-CAN",NZL,NZL,Not Applicable,Not Applicable
Polygon,813,813,1,Tongariro National Park,Tongariro National Park,National Park,National Park,National,II,Not Applicable,0,0,0,788.532991458374,789.267498880986,Not Applicable,0,Designated,1907,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,"NZ-WKO;NZ-MWT",NZL,NZL,Not Applicable,Not Applicable
Polygon,10490,10490,1,Tararua Forest,Tararua Forest,Conservation Park,Conservation Park,National,V,Not Applicable,0,0,0,1149.21190440141,1150.11714617546,Not Applicable,0,Designated,1996,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,"NZ-MWT;NZ-WGN",NZL,NZL,Not Applicable,Not Applicable
Polygon,808,808,1,Fiordland National Park,Fiordland National Park,National Park,National Park,National,II,Not Applicable,0,0,150.076923503175,12782.1374336738,12731.4689089253,Not Applicable,0,Designated,1978,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,"NZ-WTC;NZ-OTA;NZ-STL",NZL,NZL,Not Applicable,Not Applicable
Polygon,809,809,1,Mount Aspiring National Park,Mount Aspiring National Park,National Park,National Park,National,II,Not Applicable,0,0,2.21882342834604,3596.96491161008,3590.43200872857,Not Applicable,0,Designated,1964,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,"NZ-WTC;NZ-OTA;NZ-STL",NZL,NZL,Not Applicable,Not Applicable
Polygon,10487,10487,1,Kaweka Forest,Kaweka Forest,Conservation Park,Conservation Park,National,V,Not Applicable,0,0,0,615.280170603548,615.345901582863,Not Applicable,0,Designated,1974,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-HKB,NZL,NZL,Not Applicable,Not Applicable
Polygon,10489,10489,1,Aorangi Forest,Aorangi Forest,Conservation Park,Conservation Park,National,V,Not Applicable,0,0,6.35079483063901e-06,194.08476573707,194.224683628053,Not Applicable,0,Designated,1974,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-WGN,NZL,NZL,Not Applicable,Not Applicable
Polygon,10467,10467,1,Coromandel Forest,Coromandel Forest,Conservation Park,Conservation Park,National,V,Not Applicable,0,0,0.0427726280254622,722.858835679436,723.776402829004,Not Applicable,0,Designated,1928,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-WKO,NZL,NZL,Not Applicable,Not Applicable
Polygon,10488,10488,1,Ruahine Forest,Ruahine Forest,Conservation Park,Conservation Park,National,V,Not Applicable,0,0,0,948.254031312589,948.508291605422,Not Applicable,0,Designated,1976,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,"NZ-HKB;NZ-MWT",NZL,NZL,Not Applicable,Not Applicable
Polygon,10499,10499,1,Mount Richmond Forest,Mount Richmond Forest,Conservation Park,Conservation Park,National,V,Not Applicable,0,0,0.23291346509559,1655.93086327305,1658.59137329541,Not Applicable,0,Designated,1977,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,"NZ-MBH;NZ-NSN;NZ-TAS",NZL,NZL,Not Applicable,Not Applicable
Polygon,817,817,1,Abel Tasman National Park,Abel Tasman National Park,National Park,National Park,National,II,Not Applicable,0,0,2.54194561018037,235.031911077062,235.447460652495,Not Applicable,0,Designated,1942,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-TAS,NZL,NZL,Not Applicable,Not Applicable
Polygon,10516,10516,1,Lake Sumner Forest,Lake Sumner Forest,Conservation Park,Conservation Park,National,V,Not Applicable,0,0,0,1050.31873222887,1051.64707423348,Not Applicable,0,Designated,1974,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,"NZ-WTC;NZ-CAN",NZL,NZL,Not Applicable,Not Applicable
Polygon,10483,10483,1,Pukepoto,Pukepoto,Ecological Area,Ecological Area,National,III,Not Applicable,0,0,0,19.0130131160244,19.032608579611,Not Applicable,0,Designated,1987,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,"NZ-WKO;NZ-MWT",NZL,NZL,Not Applicable,Not Applicable
Polygon,10474,10474,1,Whakarewarewa State Forest,Whakarewarewa State Forest,Conservation Park,Conservation Park,National,V,Not Applicable,0,0,0,2.91867852742316,2.91960805439061,Not Applicable,0,Designated,1975,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-BOP,NZL,NZL,Not Applicable,Not Applicable
Polygon,10462,10462,1,Mokohinau Islands,Mokohinau Islands,Nature Reserve,Nature Reserve,National,Ia,Not Applicable,1,0,0.377019602120197,1.12975515410506,1.13200103558578,Not Reported,0,Designated,1969,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-AUK,NZL,NZL,Not Applicable,Not Applicable
Polygon,10480,10480,1,Pokaka,Pokaka,Scenic Reserve,Scenic Reserve,National,III,Not Applicable,0,0,0,0.876259715603891,0.877252241935024,Not Applicable,0,Designated,1987,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-MWT,NZL,NZL,Not Applicable,Not Applicable
Polygon,10495,10495,1,Chance Penguin & Fairy Bays,Chance Penguin & Fairy Bays,Scenic Reserve,Scenic Reserve,National,III,Not Applicable,0,0,0.0297470879764262,16.4187470263707,16.4451626949382,Not Applicable,0,Designated,1903,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-MBH,NZL,NZL,Not Applicable,Not Applicable
Polygon,1614,1614,1,Matahuru,Matahuru,Scenic Reserve,Scenic Reserve,National,III,Not Applicable,0,0,0,13.3429388742821,13.3627046176551,Not Applicable,0,Designated,1905,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-WKO,NZL,NZL,Not Applicable,Not Applicable
Polygon,10468,10468,1,Double Island (Moturehu),Double Island (Moturehu),Nature Reserve,Nature Reserve,National,Ia,Not Applicable,1,0,0.241530616320383,0.306793242670364,0.307125528183837,Not Reported,0,Designated,1963,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-WKO,NZL,NZL,Not Applicable,Not Applicable
Polygon,1949,1949,1,Red Mercury Island (Whakau),Red Mercury Island (Whakau),Scenic Reserve,Scenic Reserve,National,III,Not Applicable,1,0,0.668709311366571,2.25326729965499,2.25563416143187,Not Reported,0,Designated,1972,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-WKO,NZL,NZL,Not Applicable,Not Applicable
Polygon,1591,1591,1,Mangamuka Gorge,Mangamuka Gorge,Scenic Reserve,Scenic Reserve,National,III,Not Applicable,0,0,0,29.5317555535958,29.6210056627922,Not Applicable,0,Designated,1926,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-NTL,NZL,NZL,Not Applicable,Not Applicable
Polygon,1952,1952,1,Poor Knights Islands,Poor Knights Islands,Nature Reserve,Nature Reserve,National,Ia,Not Applicable,1,0,0.632544301695927,2.86697389733355,2.87383629541382,Not Reported,0,Designated,1975,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-NTL,NZL,NZL,Not Applicable,Not Applicable
Polygon,1583,1583,1,Lake Tarawera,Lake Tarawera,Scenic Reserve,Scenic Reserve,National,III,Not Applicable,0,0,0,36.8124999478803,36.816535180561,Not Applicable,0,Designated,1963,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-BOP,NZL,NZL,Not Applicable,Not Applicable
Polygon,10460,10460,1,Moturua Island,Moturua Island,Scenic Reserve,Scenic Reserve,National,III,Not Applicable,1,0,0.577408851886887,1.47389189529814,1.47797868627493,Not Reported,0,Designated,1969,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-NTL,NZL,NZL,Not Applicable,Not Applicable
Polygon,1966,1966,1,Greenstone,Greenstone,Ecological Area,Ecological Area,National,III,Not Applicable,0,0,0,48.4851252081333,48.5282534836762,Not Applicable,0,Designated,1980,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-WTC,NZL,NZL,Not Applicable,Not Applicable
Polygon,1948,1948,1,Three Kings Islands,Three Kings Islands,Nature Reserve,Nature Reserve,National,Ia,Not Applicable,1,0,2.76857164632412,4.9664339841671,4.98200692176416,Not Reported,0,Designated,1956,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-NTL,NZL,NZL,Not Applicable,Not Applicable
Polygon,10473,10473,1,Pirongia Forest,Pirongia Forest,Conservation Park,Conservation Park,National,V,Not Applicable,0,0,0,168.55995614587,168.840031486637,Not Applicable,0,Designated,1921,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-WKO,NZL,NZL,Not Applicable,Not Applicable
Polygon,10491,10491,1,Remutaka Forest,Remutaka Forest,Conservation Park,Conservation Park,National,V,Not Applicable,0,0,0,197.795617816811,197.981110696822,Not Applicable,0,Designated,1972,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-WGN,NZL,NZL,Not Applicable,Not Applicable
Polygon,10503,10503,1,Hanmer Forest,Hanmer Forest,Conservation Park,Conservation Park,National,V,Not Applicable,0,0,0,117.770283202049,117.933205648618,Not Applicable,0,Designated,1981,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-CAN,NZL,NZL,Not Applicable,Not Applicable
Polygon,1957,1957,1,Nature Reserve - Bench Island,Nature Reserve - Bench Island,Nature Reserve,Nature Reserve,National,Ia,Not Applicable,0,0,0.0857662493814787,1.75875976810036,1.75372701785794,Not Applicable,0,Designated,1926,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-STL,NZL,NZL,Not Applicable,Not Applicable
Polygon,10529,10529,1,Islands In Paterson Inlet,Islands In Paterson Inlet,Scenic Reserve,Scenic Reserve,National,III,Not Applicable,1,0,0.0688844300742824,0.216562895086365,0.215912261708762,Not Reported,0,Designated,1919,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-STL,NZL,NZL,Not Applicable,Not Applicable
Polygon,10527,10527,1,Waikoau,Waikoau,Stewardship Area,Stewardship Area,National,III,Not Applicable,0,0,0,2.42462931420381,2.42343694676883,Not Applicable,0,Designated,1987,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-HKB,NZL,NZL,Not Applicable,Not Applicable
Polygon,4141,4141,1,Fern Bird Bush,Fern Bird Bush,Nature Reserve,Nature Reserve,National,Ia,Not Applicable,0,0,0,0.299456333496462,0.299459457808218,Not Applicable,0,Designated,1965,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-HKB,NZL,NZL,Not Applicable,Not Applicable
Polygon,1589,1589,1,Mount Stokes,Mount Stokes,Scenic Reserve,Scenic Reserve,National,III,Not Applicable,0,0,0,45.0546578041841,45.1230033831234,Not Applicable,0,Designated,1912,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-MBH,NZL,NZL,Not Applicable,Not Applicable
Polygon,10498,10498,1,Blumine Island,Blumine Island,Scenic Reserve,Scenic Reserve,National,III,Not Applicable,1,0,0.525078966144894,3.78436908112328,3.78982294689963,Not Reported,0,Designated,1912,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-MBH,NZL,NZL,Not Applicable,Not Applicable
Polygon,1951,1951,1,Chetwode Island,Chetwode Island,Nature Reserve,Nature Reserve,National,Ia,Not Applicable,1,0,1.08902095105376,2.75912075035406,2.76344177422803,Not Reported,0,Designated,1904,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-MBH,NZL,NZL,Not Applicable,Not Applicable
Polygon,10517,10517,1,Craigieburn Forest,Craigieburn Forest,Conservation Park,Conservation Park,National,V,Not Applicable,0,0,0,446.986432887984,447.389724962505,Not Applicable,0,Designated,1967,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-CAN,NZL,NZL,Not Applicable,Not Applicable
Polygon,1620,1620,1,Pelorus Bridge,Pelorus Bridge,Scenic Reserve,Scenic Reserve,National,III,Not Applicable,0,0,0,8.90277173155633,8.91713651808992,Not Applicable,0,Designated,1906,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-MBH,NZL,NZL,Not Applicable,Not Applicable
Polygon,1577,1577,1,Waioeka Gorge,Waioeka Gorge,Scenic Reserve,Scenic Reserve,National,III,Not Applicable,0,0,0,195.001225540244,194.776534044551,Not Applicable,0,Designated,1933,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,"NZ-BOP;NZ-GIS",NZL,NZL,Not Applicable,Not Applicable
Polygon,10481,10481,1,Meremere Hill,Meremere Hill,Scenic Reserve,Scenic Reserve,National,III,Not Applicable,0,0,0,13.5943778610873,13.5759395770582,Not Applicable,0,Designated,1919,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-BOP,NZL,NZL,Not Applicable,Not Applicable
Polygon,1561,1561,1,Farewell Spit,Farewell Spit,Nature Reserve,Nature Reserve,National,Ia,Not Applicable,1,0,83.2572958339736,113.474751507289,113.684821419069,Not Reported,0,Designated,1938,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-TAS,NZL,NZL,Not Applicable,Not Applicable
Polygon,1613,1613,1,Warbeck,Warbeck,Scenic Reserve,Scenic Reserve,National,III,Not Applicable,0,0,0,13.4650484852778,13.4844181091765,Not Applicable,0,Designated,1931,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-TAS,NZL,NZL,Not Applicable,Not Applicable
Polygon,1940,1940,1,Kapiti,Kapiti,Marine Reserve,Marine Reserve,National,Ia,Not Applicable,2,21.665535,20.1338796111232,21.6655352615,21.6884205003824,All,21.665535,Designated,1992,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-WGN,NZL,NZL,Not Applicable,Not Applicable
Polygon,1567,1567,1,Waitangiroto,Waitangiroto,Nature Reserve,Nature Reserve,National,Ia,Not Applicable,0,0,0.563469664289914,15.2493634913064,15.2498879347921,Not Applicable,0,Designated,1957,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-WTC,NZL,NZL,Not Applicable,Not Applicable
Polygon,10465,10465,1,Cape Rodney-Okakari Point,Cape Rodney-Okakari Point,Marine Reserve,Marine Reserve,National,Ia,Not Applicable,1,5.564159,4.46878619031837,5.5641593958,5.57637024556102,All,5.564159,Designated,1975,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-AUK,NZL,NZL,Not Applicable,Not Applicable
Polygon,1964,1964,1,Waipuna,Waipuna,Ecological Area,Ecological Area,National,III,Not Applicable,0,0,0,19.1812041975821,19.2035791839296,Not Applicable,0,Designated,1980,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-WTC,NZL,NZL,Not Applicable,Not Applicable
Polygon,10508,10508,1,Tiropahi,Tiropahi,Ecological Area,Ecological Area,National,III,Not Applicable,0,0,0,5.23069650331151,5.23648783344948,Not Applicable,0,Designated,1980,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-WTC,NZL,NZL,Not Applicable,Not Applicable
Polygon,1962,1962,1,Coal Creek,Coal Creek,Ecological Area,Ecological Area,National,III,Not Applicable,0,0,0,3.71052774439738,3.71545535961294,Not Applicable,0,Designated,1997,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-WTC,NZL,NZL,Not Applicable,Not Applicable
Polygon,10512,10512,1,Lake Christabel,Lake Christabel,Ecological Area,Ecological Area,National,III,Not Applicable,0,0,0,106.798901460017,106.938541012857,Not Applicable,0,Designated,1981,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,"NZ-WTC;NZ-CAN",NZL,NZL,Not Applicable,Not Applicable
Polygon,1959,1959,1,Big River,Big River,Ecological Area,Ecological Area,National,III,Not Applicable,0,0,0,152.77125507677,152.959908848201,Not Applicable,0,Designated,1980,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-WTC,NZL,NZL,Not Applicable,Not Applicable
Polygon,1609,1609,1,Waipori Falls (Pt),Waipori Falls (Pt),Scenic Reserve,Scenic Reserve,National,III,Not Applicable,0,0,0,14.2502321353865,14.2398809407012,Not Applicable,0,Designated,1913,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-OTA,NZL,NZL,Not Applicable,Not Applicable
Polygon,17989,17989,1,Maun,Maun,Game Sanctuary,Game Sanctuary,National,IV,Not Applicable,0,0,0,85,89.2666989700701,Not Applicable,0,Designated,1975,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks,Not Reported,State Verified,1738,BW-NW,BWA,BWA,Not Applicable,Not Applicable
Polygon,1592,1592,1,Paradise Bay,Paradise Bay,Scenic Reserve,Scenic Reserve,National,III,Not Applicable,0,0,0,27.5835693828333,27.6271872881276,Not Applicable,0,Designated,1954,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-MBH,NZL,NZL,Not Applicable,Not Applicable
Polygon,1618,1618,1,Arapawa Island,Arapawa Island,Scenic Reserve,Scenic Reserve,National,III,Not Applicable,0,0,0.139865969915527,10.2033893800366,10.2175311136035,Not Applicable,0,Designated,1973,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-MBH,NZL,NZL,Not Applicable,Not Applicable
Polygon,10461,10461,1,Whangamumu,Whangamumu,Scenic Reserve,Scenic Reserve,National,III,Not Applicable,1,0,0.849086836782657,2.64849426870703,2.65567311093989,Not Reported,0,Designated,1972,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-NTL,NZL,NZL,Not Applicable,Not Applicable
Polygon,10520,10520,1,Chaslands,Chaslands,Scenic Reserve,Scenic Reserve,National,III,Not Applicable,0,0,0,14.3971071929424,14.3738077630692,Not Applicable,0,Designated,1937,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,"NZ-OTA;NZ-STL",NZL,NZL,Not Applicable,Not Applicable
Polygon,811,811,1,Arthur's Pass National Park,Arthur's Pass National Park,National Park,National Park,National,II,Not Applicable,0,0,0,1185.22158419237,1186.44739393385,Not Applicable,0,Designated,1952,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,"NZ-WTC;NZ-CAN",NZL,NZL,Not Applicable,Not Applicable
Polygon,12798,12798,1,Jennifer Bay - Deep Well Marine Park,Jennifer Bay - Deep Well (Cayman Brac),Marine Park,Marine Park,National,II,Not Applicable,1,0.705957708262,0.458625808133545,0.705957708262,0.709903432985914,All,0.705957708262,Designated,1986,Federal or national ministry or agency,State,"Department of Environment, Cayman Islands Government",Not Reported,State Verified,391,KY,GBR,CYM,Not Applicable,Not Applicable
Polygon,1563,1563,1,Te Hauturu-o-Toi / Little Barrier Island (Gift Area),Te Hauturu-o-Toi / Little Barrier Island (Gift Area),Nature Reserve,Nature Reserve,National,Ia,Not Applicable,0,0,2.2145234680659,30.4256225191073,30.485828517333,Not Applicable,0,Designated,1976,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-AUK,NZL,NZL,Not Applicable,Not Applicable
Polygon,1576,1576,1,Lower Buller Gorge,Lower Buller Gorge,Scenic Reserve,Scenic Reserve,National,III,Not Applicable,0,0,0,59.28720435579,59.3629764381124,Not Applicable,0,Designated,1907,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-WTC,NZL,NZL,Not Applicable,Not Applicable
Polygon,10510,10510,1,Roaring Meg,Roaring Meg,Ecological Area,Ecological Area,National,III,Not Applicable,0,0,0,36.1711525290841,36.2077512501039,Not Applicable,0,Designated,1980,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-WTC,NZL,NZL,Not Applicable,Not Applicable
Polygon,1559,1559,1,Waituna Wetlands,Waituna Wetlands,Scientific Reserve,Scientific Reserve,National,Ia,Not Applicable,1,0,12.9267579948587,35.6627932772001,35.9853724893923,Not Reported,0,Designated,1971,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-STL,NZL,NZL,Not Applicable,Not Applicable
Polygon,10466,10466,1,Rangitoto Island,Rangitoto Island,Scenic Reserve,Scenic Reserve,National,III,Not Applicable,0,0,0.964340038890223,22.7667932424736,22.8130385469995,Not Applicable,0,Designated,1980,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-AUK,NZL,NZL,Not Applicable,Not Applicable
Polygon,815,815,1,Nelson Lakes National Park,Nelson Lakes National Park,National Park,National Park,National,II,Not Applicable,0,0,0,1011.9482314417,1013.44162132233,Not Applicable,0,Designated,1956,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,"NZ-MBH;NZ-TAS;NZ-WTC;NZ-CAN",NZL,NZL,Not Applicable,Not Applicable
Polygon,1965,1965,1,Flagstaff,Flagstaff,Ecological Area,Ecological Area,National,III,Not Applicable,0,0,0,49.9737213466508,50.0305971413779,Not Applicable,0,Designated,1997,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-WTC,NZL,NZL,Not Applicable,Not Applicable
Polygon,10486,10486,1,Kaimanawa Forest,Kaimanawa Forest,Conservation Park,Conservation Park,National,V,Not Applicable,0,0,0,745.326601461403,745.692438441773,Not Applicable,0,Designated,1969,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,"NZ-WKO;NZ-HKB;NZ-MWT",NZL,NZL,Not Applicable,Not Applicable
Polygon,1578,1578,1,Tennyson Inlet,Tennyson Inlet,Scenic Reserve,Scenic Reserve,National,III,Not Applicable,0,0,0.885849946805791,61.8448623414649,61.9447420349245,Not Applicable,0,Designated,1896,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-MBH,NZL,NZL,Not Applicable,Not Applicable
Polygon,1572,1572,1,Hihitahi Forest,Hihitahi Forest,Sanctuary Area,Sanctuary Area,National,Ia,Not Applicable,0,0,0,21.8715623861987,21.8870970577637,Not Applicable,0,Designated,1973,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-MWT,NZL,NZL,Not Applicable,Not Applicable
Polygon,10514,10514,1,Saltwater,Saltwater,Ecological Area,Ecological Area,National,III,Not Applicable,0,0,1.53822541104023,31.7325764599786,31.7373996919857,Not Applicable,0,Designated,1981,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-WTC,NZL,NZL,Not Applicable,Not Applicable
Polygon,1586,1586,1,D'Urville Island,D'Urville Island,Scenic Reserve,Scenic Reserve,National,III,Not Applicable,0,0,2.10529041214775,58.5684066657429,58.665608998913,Not Applicable,0,Designated,1912,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-MBH,NZL,NZL,Not Applicable,Not Applicable
Polygon,10482,10482,1,Raukumara,Raukumara,Conservation Park,Conservation Park,National,V,Not Applicable,0,0,0,1108.94937242574,1106.72607251744,Not Applicable,0,Designated,1979,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,"NZ-BOP;NZ-GIS",NZL,NZL,Not Applicable,Not Applicable
Polygon,1958,1958,1,Blackwater River,Blackwater River,Ecological Area,Ecological Area,National,III,Not Applicable,0,0,0,90.0272554962094,90.1414471744528,Not Applicable,0,Designated,1980,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-WTC,NZL,NZL,Not Applicable,Not Applicable
Polygon,812,812,1,Westland / Tai Poutini National Park,Westland / Tai Poutini National Park,National Park,National Park,National,II,Not Applicable,0,0,8.46791435302865,1317.07731758393,1316.80083598624,Not Applicable,0,Designated,1960,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,"NZ-WTC;NZ-CAN",NZL,NZL,Not Applicable,Not Applicable
Polygon,1579,1579,1,Lake Kaniere,Lake Kaniere,Scenic Reserve,Scenic Reserve,National,III,Not Applicable,0,0,0,103.08588387647,103.163197955465,Not Applicable,0,Designated,1906,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-WTC,NZL,NZL,Not Applicable,Not Applicable
Polygon,1960,1960,1,Saxton,Saxton,Ecological Area,Ecological Area,National,III,Not Applicable,0,0,0,25.5384942425049,25.5668824877116,Not Applicable,0,Designated,1980,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-WTC,NZL,NZL,Not Applicable,Not Applicable
Polygon,10511,10511,1,Lake Hochstetter,Lake Hochstetter,Ecological Area,Ecological Area,National,III,Not Applicable,0,0,0,35.1447627279273,35.183306585332,Not Applicable,0,Designated,1981,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-WTC,NZL,NZL,Not Applicable,Not Applicable
Polygon,814,814,1,Aoraki Mount Cook National Park,Aoraki Mount Cook National Park,National Park,National Park,National,II,Not Applicable,0,0,0,722.923206293989,722.890447685616,Not Applicable,0,Designated,1953,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,"NZ-WTC;NZ-CAN",NZL,NZL,Not Applicable,Not Applicable
Polygon,10479,10479,1,Pureora Forest,Pureora Forest,Conservation Park,Conservation Park,National,V,Not Applicable,0,0,0,738.566583007377,739.361834734563,Not Applicable,0,Designated,0,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,"NZ-WKO;NZ-MWT",NZL,NZL,Not Applicable,Not Applicable
Polygon,816,816,1,Egmont National Park,Egmont National Park,National Park,National Park,National,II,Not Applicable,0,0,0,341.494774541334,342.157414839111,Not Applicable,0,Designated,1952,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,NZ-TKI,NZL,NZL,Not Applicable,Not Applicable
Polygon,1601,1601,1,Maurihoro,Maurihoro,Scenic Reserve,Scenic Reserve,National,III,Not Applicable,0,0,0,16.0822635166711,16.0974514306462,Not Applicable,0,Designated,1936,Federal or national ministry or agency,Not Reported,Department of Conservation,Not Reported,State Verified,1773,"NZ-WKO;NZ-BOP",NZL,NZL,Not Applicable,Not Applicable
